ISSN,Full Title,SCI/SCIE,Impact Factor,Rank,Category
0022-5142,JOURNAL OF THE SCIENCE OF FOOD AND AGRICULTURE,SCI,2.076,25,"CHEMISTRY, APPLIED"
0021-955X,JOURNAL OF CELLULAR PLASTICS,SCIE,2.057,26,"CHEMISTRY, APPLIED"
1944-0049,FOOD ADDITIVES AND CONTAMINANTS PART A-CHEMISTRY ANALYSIS CONTROL EXPOSURE & RISK ASSESSMENT,SCI,1.878,27,"CHEMISTRY, APPLIED"
1097-3958,JOURNAL OF SURFACTANTS AND DETERGENTS,SCIE,1.853,28,"CHEMISTRY, APPLIED"
0008-6215,CARBOHYDRATE RESEARCH,SCI,1.817,29,"CHEMISTRY, APPLIED"
0882-5734,FLAVOUR AND FRAGRANCE JOURNAL,SCIE,1.693,30,"CHEMISTRY, APPLIED"
0265-2048,JOURNAL OF MICROENCAPSULATION,SCI,1.631,31,"CHEMISTRY, APPLIED"
0721-3115,PROPELLANTS EXPLOSIVES PYROTECHNICS,SCIE,1.578,32,"CHEMISTRY, APPLIED"
0954-0105,FOOD AND AGRICULTURAL IMMUNOLOGY,SCIE,1.548,33,"CHEMISTRY, APPLIED"
0003-021X,JOURNAL OF THE AMERICAN OIL CHEMISTS SOCIETY,SCI,1.505,34,"CHEMISTRY, APPLIED"
1939-3210,FOOD ADDITIVES & CONTAMINANTS PART B-SURVEILLANCE,SCI,1.467,35,"CHEMISTRY, APPLIED"
1380-2224,JOURNAL OF POROUS MATERIALS,SCI,1.385,36,"CHEMISTRY, APPLIED"
1945-9645,JOURNAL OF COATINGS TECHNOLOGY AND RESEARCH,SCI,1.342,37,"CHEMISTRY, APPLIED"
1733-7178,CENTRAL EUROPEAN JOURNAL OF ENERGETIC MATERIALS,SCIE,1.280,38,"CHEMISTRY, APPLIED"
1083-5601,JOURNAL OF VINYL & ADDITIVE TECHNOLOGY,SCIE,1.219,39,"CHEMISTRY, APPLIED"
0916-8451,BIOSCIENCE BIOTECHNOLOGY AND BIOCHEMISTRY,SCI,1.176,40,"CHEMISTRY, APPLIED"
1472-3581,COLORATION TECHNOLOGY,SCI,1.127,41,"CHEMISTRY, APPLIED"
0967-0335,JOURNAL OF NEAR INFRARED SPECTROSCOPY,SCIE,1.117,42,"CHEMISTRY, APPLIED"
1345-8957,JOURNAL OF OLEO SCIENCE,SCIE,1.108,43,"CHEMISTRY, APPLIED"
1478-6419,NATURAL PRODUCT RESEARCH,SCIE,1.057,44,"CHEMISTRY, APPLIED"
1386-2073,COMBINATORIAL CHEMISTRY & HIGH THROUGHPUT SCREENING,SCIE,1.041,45,"CHEMISTRY, APPLIED"
0009-0352,CEREAL CHEMISTRY,SCI,1.036,46,"CHEMISTRY, APPLIED"
0737-0652,JOURNAL OF ENERGETIC MATERIALS,SCIE,1.017,47,"CHEMISTRY, APPLIED"
1028-6020,JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH,SCIE,1.009,48,"CHEMISTRY, APPLIED"
1082-0132,FOOD SCIENCE AND TECHNOLOGY INTERNATIONAL,SCIE,0.991,49,"CHEMISTRY, APPLIED"
1665-2738,REVISTA MEXICANA DE INGENIERIA QUIMICA,SCIE,0.924,50,"CHEMISTRY, APPLIED"
1041-2905,JOURNAL OF ESSENTIAL OIL RESEARCH,SCIE,0.871,51,"CHEMISTRY, APPLIED"
0017-3495,GRASAS Y ACEITES,SCIE,0.827,52,"CHEMISTRY, APPLIED"
1307-6167,RECORDS OF NATURAL PRODUCTS,SCIE,0.765,53,"CHEMISTRY, APPLIED"
0002-9726,JOURNAL OF THE AMERICAN LEATHER CHEMISTS ASSOCIATION,SCIE,0.707,54,"CHEMISTRY, APPLIED"
0369-9420,PIGMENT & RESIN TECHNOLOGY,SCIE,0.697,55,"CHEMISTRY, APPLIED"
0932-3414,TENSIDE SURFACTANTS DETERGENTS,SCIE,0.678,56,"CHEMISTRY, APPLIED"
1347-9466,SCIENCE AND TECHNOLOGY OF ENERGETIC MATERIALS,SCIE,0.636,57,"CHEMISTRY, APPLIED"
1556-6560,JOURNAL OF BIOBASED MATERIALS AND BIOENERGY,SCIE,0.635,58,"CHEMISTRY, APPLIED"
0263-6174,ADSORPTION SCIENCE & TECHNOLOGY,SCIE,0.633,59,"CHEMISTRY, APPLIED"
1451-9372,CHEMICAL INDUSTRY & CHEMICAL ENGINEERING QUARTERLY,SCIE,0.617,60,"CHEMISTRY, APPLIED"
1509-8117,POLISH JOURNAL OF CHEMICAL TECHNOLOGY,SCIE,0.575,61,"CHEMISTRY, APPLIED"
0971-457X,INDIAN JOURNAL OF CHEMICAL TECHNOLOGY,SCIE,0.491,62,"CHEMISTRY, APPLIED"
1525-7886,JOURNAL OF COSMETIC SCIENCE,SCIE,0.358,63,"CHEMISTRY, APPLIED"
0039-3630,STUDIES IN CONSERVATION,SCIE,0.323,64,"CHEMISTRY, APPLIED"
0002-1857,AGROCHIMICA,SCIE,0.317,65,"CHEMISTRY, APPLIED"
1070-4272,RUSSIAN JOURNAL OF APPLIED CHEMISTRY,SCIE,0.307,66,"CHEMISTRY, APPLIED"
1063-455X,JOURNAL OF WATER CHEMISTRY AND TECHNOLOGY,SCIE,0.258,67,"CHEMISTRY, APPLIED"
1532-8813,AATCC REVIEW,SCIE,0.239,68,"CHEMISTRY, APPLIED"
0009-3068,CHEMISTRY & INDUSTRY,SCIE,0.129,69,"CHEMISTRY, APPLIED"
1754-0925,SURFACE COATINGS INTERNATIONAL,SCI,0.061,70,"CHEMISTRY, APPLIED"
1547-0083,JCT COATINGSTECH,SCI,0.014,71,"CHEMISTRY, APPLIED"
0010-8545,COORDINATION CHEMISTRY REVIEWS,SCI,12.994,1,"CHEMISTRY, INORGANIC & NUCLEAR"
0065-3055,ADVANCES IN ORGANOMETALLIC CHEMISTRY,SCIE,12.625,2,"CHEMISTRY, INORGANIC & NUCLEAR"
0079-6786,PROGRESS IN SOLID STATE CHEMISTRY,SCI,6.450,3,"CHEMISTRY, INORGANIC & NUCLEAR"
0020-1669,INORGANIC CHEMISTRY,SCI,4.820,4,"CHEMISTRY, INORGANIC & NUCLEAR"
1436-6002,TOPICS IN ORGANOMETALLIC CHEMISTRY,SCI,4.543,5,"CHEMISTRY, INORGANIC & NUCLEAR"
2052-1553,INORGANIC CHEMISTRY FRONTIERS,SCIE,4.532,6,"CHEMISTRY, INORGANIC & NUCLEAR"
0079-6379,PROGRESS IN INORGANIC CHEMISTRY,SCI,4.308,7,"CHEMISTRY, INORGANIC & NUCLEAR"
0898-8838,ADVANCES IN INORGANIC CHEMISTRY,SCIE,4.250,8,"CHEMISTRY, INORGANIC & NUCLEAR"
0276-7333,ORGANOMETALLICS,SCI,4.186,9,"CHEMISTRY, INORGANIC & NUCLEAR"
1477-9226,DALTON TRANSACTIONS,SCI,4.177,10,"CHEMISTRY, INORGANIC & NUCLEAR"
0162-0134,JOURNAL OF INORGANIC BIOCHEMISTRY,SCI,3.205,11,"CHEMISTRY, INORGANIC & NUCLEAR"
1434-1948,EUROPEAN JOURNAL OF INORGANIC CHEMISTRY,SCI,2.686,12,"CHEMISTRY, INORGANIC & NUCLEAR"
0949-8257,JOURNAL OF BIOLOGICAL INORGANIC CHEMISTRY,SCI,2.495,13,"CHEMISTRY, INORGANIC & NUCLEAR"
0268-2605,APPLIED ORGANOMETALLIC CHEMISTRY,SCI,2.452,14,"CHEMISTRY, INORGANIC & NUCLEAR"
0022-328X,JOURNAL OF ORGANOMETALLIC CHEMISTRY,SCI,2.336,15,"CHEMISTRY, INORGANIC & NUCLEAR"
0017-1557,GOLD BULLETIN,SCI,2.323,16,"CHEMISTRY, INORGANIC & NUCLEAR"
0022-4596,JOURNAL OF SOLID STATE CHEMISTRY,SCI,2.265,17,"CHEMISTRY, INORGANIC & NUCLEAR"
0022-1139,JOURNAL OF FLUORINE CHEMISTRY,SCI,2.213,18,"CHEMISTRY, INORGANIC & NUCLEAR"
0277-5387,POLYHEDRON,SCI,2.108,19,"CHEMISTRY, INORGANIC & NUCLEAR"
0957-4166,TETRAHEDRON-ASYMMETRY,SCI,2.108,19,"CHEMISTRY, INORGANIC & NUCLEAR"
1293-2558,SOLID STATE SCIENCES,SCI,2.041,21,"CHEMISTRY, INORGANIC & NUCLEAR"
0020-1693,INORGANICA CHIMICA ACTA,SCI,1.918,22,"CHEMISTRY, INORGANIC & NUCLEAR"
1387-7003,INORGANIC CHEMISTRY COMMUNICATIONS,SCI,1.762,23,"CHEMISTRY, INORGANIC & NUCLEAR"
0095-8972,JOURNAL OF COORDINATION CHEMISTRY,SCI,1.756,24,"CHEMISTRY, INORGANIC & NUCLEAR"
0081-5993,STRUCTURE AND BONDING,SCI,1.753,25,"CHEMISTRY, INORGANIC & NUCLEAR"
1040-7278,JOURNAL OF CLUSTER SCIENCE,SCI,1.664,26,"CHEMISTRY, INORGANIC & NUCLEAR"
0193-4929,REVIEWS IN INORGANIC CHEMISTRY,SCIE,1.556,27,"CHEMISTRY, INORGANIC & NUCLEAR"
1565-3633,BIOINORGANIC CHEMISTRY AND APPLICATIONS,SCIE,1.488,28,"CHEMISTRY, INORGANIC & NUCLEAR"
0340-4285,TRANSITION METAL CHEMISTRY,SCI,1.465,29,"CHEMISTRY, INORGANIC & NUCLEAR"
0003-813X,ARCHAEOMETRY,SCIE,1.364,30,"CHEMISTRY, INORGANIC & NUCLEAR"
0044-2313,ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE,SCI,1.261,31,"CHEMISTRY, INORGANIC & NUCLEAR"
0969-8043,APPLIED RADIATION AND ISOTOPES,SCI,1.136,32,"CHEMISTRY, INORGANIC & NUCLEAR"
0260-3594,COMMENTS ON INORGANIC CHEMISTRY,SCIE,1.100,33,"CHEMISTRY, INORGANIC & NUCLEAR"
0033-8230,RADIOCHIMICA ACTA,SCI,1.100,33,"CHEMISTRY, INORGANIC & NUCLEAR"
0236-5731,JOURNAL OF RADIOANALYTICAL AND NUCLEAR CHEMISTRY,SCI,0.983,35,"CHEMISTRY, INORGANIC & NUCLEAR"
1025-6016,ISOTOPES IN ENVIRONMENTAL AND HEALTH STUDIES,SCIE,0.935,36,"CHEMISTRY, INORGANIC & NUCLEAR"
1042-6507,PHOSPHORUS SULFUR AND SILICON AND THE RELATED ELEMENTS,SCI,0.723,37,"CHEMISTRY, INORGANIC & NUCLEAR"
0932-0776,ZEITSCHRIFT FUR NATURFORSCHUNG SECTION B-A JOURNAL OF CHEMICAL SCIENCES,SCI,0.686,38,"CHEMISTRY, INORGANIC & NUCLEAR"
0036-0236,RUSSIAN JOURNAL OF INORGANIC CHEMISTRY,SCI,0.649,39,"CHEMISTRY, INORGANIC & NUCLEAR"
0029-5922,NUKLEONIKA,SCIE,0.546,40,"CHEMISTRY, INORGANIC & NUCLEAR"
0254-5861,CHINESE JOURNAL OF STRUCTURAL CHEMISTRY,SCIE,0.538,41,"CHEMISTRY, INORGANIC & NUCLEAR"
0022-4766,JOURNAL OF STRUCTURAL CHEMISTRY,SCI,0.536,42,"CHEMISTRY, INORGANIC & NUCLEAR"
1070-3284,RUSSIAN JOURNAL OF COORDINATION CHEMISTRY,SCI,0.516,43,"CHEMISTRY, INORGANIC & NUCLEAR"
0792-1241,MAIN GROUP METAL CHEMISTRY,SCIE,0.509,44,"CHEMISTRY, INORGANIC & NUCLEAR"
1553-3174,SYNTHESIS AND REACTIVITY IN INORGANIC METAL-ORGANIC AND NANO-METAL CHEMISTRY,SCIE,0.493,45,"CHEMISTRY, INORGANIC & NUCLEAR"
1001-4861,CHINESE JOURNAL OF INORGANIC CHEMISTRY,SCIE,0.488,46,"CHEMISTRY, INORGANIC & NUCLEAR"
0265-0568,NATURAL PRODUCT REPORTS,SCI,10.986,1,"CHEMISTRY, MEDICINAL"
0198-6325,MEDICINAL RESEARCH REVIEWS,SCI,9.135,2,"CHEMISTRY, MEDICINAL"
0022-2623,JOURNAL OF MEDICINAL CHEMISTRY,SCI,5.589,3,"CHEMISTRY, MEDICINAL"
1354-3776,EXPERT OPINION ON THERAPEUTIC PATENTS,SCIE,4.626,4,"CHEMISTRY, MEDICINAL"
1948-7193,ACS CHEMICAL NEUROSCIENCE,SCIE,4.348,5,"CHEMISTRY, MEDICINAL"
0223-5234,EUROPEAN JOURNAL OF MEDICINAL CHEMISTRY,SCI,3.902,6,"CHEMISTRY, MEDICINAL"
1226-8453,JOURNAL OF GINSENG RESEARCH,SCIE,3.898,7,"CHEMISTRY, MEDICINAL"
0163-3864,JOURNAL OF NATURAL PRODUCTS,SCI,3.662,8,"CHEMISTRY, MEDICINAL"
1549-9596,JOURNAL OF CHEMICAL INFORMATION AND MODELING,SCI,3.657,9,"CHEMISTRY, MEDICINAL"
0929-8673,CURRENT MEDICINAL CHEMISTRY,SCI,3.455,10,"CHEMISTRY, MEDICINAL"
1475-6366,JOURNAL OF ENZYME INHIBITION AND MEDICINAL CHEMISTRY,SCI,3.428,11,"CHEMISTRY, MEDICINAL"
1948-5875,ACS MEDICINAL CHEMISTRY LETTERS,SCIE,3.355,12,"CHEMISTRY, MEDICINAL"
1756-8919,FUTURE MEDICINAL CHEMISTRY,SCIE,3.345,13,"CHEMISTRY, MEDICINAL"
1660-3397,MARINE DRUGS,SCIE,3.345,13,"CHEMISTRY, MEDICINAL"
2156-8952,ACS COMBINATORIAL SCIENCE,SCI,3.317,15,"CHEMISTRY, MEDICINAL"
0378-8741,JOURNAL OF ETHNOPHARMACOLOGY,SCI,3.055,16,"CHEMISTRY, MEDICINAL"
0893-228X,CHEMICAL RESEARCH IN TOXICOLOGY,SCI,3.025,17,"CHEMISTRY, MEDICINAL"
1860-7179,CHEMMEDCHEM,SCI,2.980,18,"CHEMISTRY, MEDICINAL"
0944-7113,PHYTOMEDICINE,SCIE,2.937,19,"CHEMISTRY, MEDICINAL"
0968-0896,BIOORGANIC & MEDICINAL CHEMISTRY,SCI,2.923,20,"CHEMISTRY, MEDICINAL"
1568-0266,CURRENT TOPICS IN MEDICINAL CHEMISTRY,SCIE,2.900,21,"CHEMISTRY, MEDICINAL"
1177-8881,DRUG DESIGN DEVELOPMENT AND THERAPY,SCIE,2.881,22,"CHEMISTRY, MEDICINAL"
1439-4227,CHEMBIOCHEM,SCI,2.850,23,"CHEMISTRY, MEDICINAL"
1389-5575,MINI-REVIEWS IN MEDICINAL CHEMISTRY,SCIE,2.841,24,"CHEMISTRY, MEDICINAL"
2159-3337,NUCLEIC ACID THERAPEUTICS,SCI,2.813,25,"CHEMISTRY, MEDICINAL"
1747-0277,CHEMICAL BIOLOGY & DRUG DESIGN,SCI,2.802,26,"CHEMISTRY, MEDICINAL"
1871-5206,ANTI-CANCER AGENTS IN MEDICINAL CHEMISTRY,SCIE,2.722,27,"CHEMISTRY, MEDICINAL"
0951-418X,PHYTOTHERAPY RESEARCH,SCI,2.694,28,"CHEMISTRY, MEDICINAL"
0022-3549,JOURNAL OF PHARMACEUTICAL SCIENCES,SCI,2.641,29,"CHEMISTRY, MEDICINAL"
0253-6269,ARCHIVES OF PHARMACAL RESEARCH,SCIE,2.490,30,"CHEMISTRY, MEDICINAL"
0960-894X,BIOORGANIC & MEDICINAL CHEMISTRY LETTERS,SCI,2.486,31,"CHEMISTRY, MEDICINAL"
0363-9045,DRUG DEVELOPMENT AND INDUSTRIAL PHARMACY,SCI,2.429,32,"CHEMISTRY, MEDICINAL"
0367-326X,FITOTERAPIA,SCIE,2.408,33,"CHEMISTRY, MEDICINAL"
2040-2503,MEDCHEMCOMM,SCIE,2.319,34,"CHEMISTRY, MEDICINAL"
1381-1991,MOLECULAR DIVERSITY,SCIE,2.080,35,"CHEMISTRY, MEDICINAL"
0365-6233,ARCHIV DER PHARMAZIE,SCI,2.043,36,"CHEMISTRY, MEDICINAL"
0899-0042,CHIRALITY,SCI,2.025,37,"CHEMISTRY, MEDICINAL"
0032-0943,PLANTA MEDICA,SCI,1.990,38,"CHEMISTRY, MEDICINAL"
1096-620X,JOURNAL OF MEDICINAL FOOD,SCI,1.844,39,"CHEMISTRY, MEDICINAL"
1340-3443,JOURNAL OF NATURAL MEDICINES,SCIE,1.670,40,"CHEMISTRY, MEDICINAL"
1868-1743,MOLECULAR INFORMATICS,SCI,1.570,41,"CHEMISTRY, MEDICINAL"
0362-4803,JOURNAL OF LABELLED COMPOUNDS & RADIOPHARMACEUTICALS,SCI,1.532,42,"CHEMISTRY, MEDICINAL"
1573-4064,MEDICINAL CHEMISTRY,SCIE,1.458,43,"CHEMISTRY, MEDICINAL"
1054-2523,MEDICINAL CHEMISTRY RESEARCH,SCIE,1.436,44,"CHEMISTRY, MEDICINAL"
0031-7144,PHARMAZIE,SCI,1.264,45,"CHEMISTRY, MEDICINAL"
0009-2363,CHEMICAL & PHARMACEUTICAL BULLETIN,SCI,1.228,46,"CHEMISTRY, MEDICINAL"
1573-4099,CURRENT COMPUTER-AIDED DRUG DESIGN,SCIE,1.155,47,"CHEMISTRY, MEDICINAL"
1478-6419,NATURAL PRODUCT RESEARCH,SCIE,1.057,48,"CHEMISTRY, MEDICINAL"
1028-6020,JOURNAL OF ASIAN NATURAL PRODUCTS RESEARCH,SCIE,1.009,49,"CHEMISTRY, MEDICINAL"
0065-7743,ANNUAL REPORTS IN MEDICINAL CHEMISTRY,SCI,1.000,50,"CHEMISTRY, MEDICINAL"
0272-4391,DRUG DEVELOPMENT RESEARCH,SCI,0.984,51,"CHEMISTRY, MEDICINAL"
1570-1808,LETTERS IN DRUG DESIGN & DISCOVERY,SCIE,0.974,52,"CHEMISTRY, MEDICINAL"
0102-695X,REVISTA BRASILEIRA DE FARMACOGNOSIA-BRAZILIAN JOURNAL OF PHARMACOGNOSY,SCIE,0.956,53,"CHEMISTRY, MEDICINAL"
1934-578X,NATURAL PRODUCT COMMUNICATIONS,SCIE,0.884,54,"CHEMISTRY, MEDICINAL"
0973-1296,PHARMACOGNOSY MAGAZINE,SCIE,0.831,55,"CHEMISTRY, MEDICINAL"
1307-6167,RECORDS OF NATURAL PRODUCTS,SCIE,0.765,56,"CHEMISTRY, MEDICINAL"
0009-3130,CHEMISTRY OF NATURAL COMPOUNDS,SCI,0.473,57,"CHEMISTRY, MEDICINAL"
0091-150X,PHARMACEUTICAL CHEMISTRY JOURNAL,SCIE,0.461,58,"CHEMISTRY, MEDICINAL"
2373-8227,ACS INFECTIOUS DISEASES,SCIE,Not Available,59,"CHEMISTRY, MEDICINAL"
0009-2665,CHEMICAL REVIEWS,SCI,37.369,1,"CHEMISTRY, MULTIDISCIPLINARY"
0306-0012,CHEMICAL SOCIETY REVIEWS,SCI,34.090,2,"CHEMISTRY, MULTIDISCIPLINARY"
1755-4330,NATURE CHEMISTRY,SCI,27.893,3,"CHEMISTRY, MULTIDISCIPLINARY"
1754-5692,ENERGY & ENVIRONMENTAL SCIENCE,SCI,25.427,4,"CHEMISTRY, MULTIDISCIPLINARY"
0001-4842,ACCOUNTS OF CHEMICAL RESEARCH,SCIE,22.003,5,"CHEMISTRY, MULTIDISCIPLINARY"
0935-9648,ADVANCED MATERIALS,SCIE,18.960,6,"CHEMISTRY, MULTIDISCIPLINARY"
1530-6984,NANO LETTERS,SCI,13.779,7,"CHEMISTRY, MULTIDISCIPLINARY"
1936-0851,ACS NANO,SCIE,13.334,8,"CHEMISTRY, MULTIDISCIPLINARY"
1748-0132,NANO TODAY,SCI,13.157,9,"CHEMISTRY, MULTIDISCIPLINARY"
0002-7863,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,SCI,13.038,10,"CHEMISTRY, MULTIDISCIPLINARY"
1433-7851,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,SCI,11.709,11,"CHEMISTRY, MULTIDISCIPLINARY"
1616-301X,ADVANCED FUNCTIONAL MATERIALS,SCIE,11.382,12,"CHEMISTRY, MULTIDISCIPLINARY"
1759-0876,WILEY INTERDISCIPLINARY REVIEWS-COMPUTATIONAL MOLECULAR SCIENCE,SCIE,10.234,13,"CHEMISTRY, MULTIDISCIPLINARY"
2041-6520,CHEMICAL SCIENCE,SCI,9.144,14,"CHEMISTRY, MULTIDISCIPLINARY"
2051-6347,MATERIALS HORIZONS,SCIE,9.095,15,"CHEMISTRY, MULTIDISCIPLINARY"
1463-9262,GREEN CHEMISTRY,SCI,8.506,16,"CHEMISTRY, MULTIDISCIPLINARY"
1613-6810,SMALL,SCI,8.315,17,"CHEMISTRY, MULTIDISCIPLINARY"
2040-3364,NANOSCALE,SCI,7.760,18,"CHEMISTRY, MULTIDISCIPLINARY"
0168-3659,JOURNAL OF CONTROLLED RELEASE,SCI,7.441,19,"CHEMISTRY, MULTIDISCIPLINARY"
1864-5631,CHEMSUSCHEM,SCI,7.116,20,"CHEMISTRY, MULTIDISCIPLINARY"
1359-7345,CHEMICAL COMMUNICATIONS,SCI,6.567,21,"CHEMISTRY, MULTIDISCIPLINARY"
2198-3844,ADVANCED SCIENCE,SCIE,6.000,22,"CHEMISTRY, MULTIDISCIPLINARY"
2051-8153,ENVIRONMENTAL SCIENCE-NANO,SCIE,5.896,23,"CHEMISTRY, MULTIDISCIPLINARY"
0947-6539,CHEMISTRY-A EUROPEAN JOURNAL,SCI,5.771,24,"CHEMISTRY, MULTIDISCIPLINARY"
1473-0197,LAB ON A CHIP,SCI,5.586,25,"CHEMISTRY, MULTIDISCIPLINARY"
2168-0485,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,SCIE,5.267,26,"CHEMISTRY, MULTIDISCIPLINARY"
2212-9820,JOURNAL OF CO2 UTILIZATION,SCIE,4.764,27,"CHEMISTRY, MULTIDISCIPLINARY"
1861-4728,CHEMISTRY-AN ASIAN JOURNAL,SCI,4.592,28,"CHEMISTRY, MULTIDISCIPLINARY"
1350-4177,ULTRASONICS SONOCHEMISTRY,SCIE,4.556,29,"CHEMISTRY, MULTIDISCIPLINARY"
1043-1802,BIOCONJUGATE CHEMISTRY,SCI,4.500,30,"CHEMISTRY, MULTIDISCIPLINARY"
1528-7483,CRYSTAL GROWTH & DESIGN,SCI,4.425,31,"CHEMISTRY, MULTIDISCIPLINARY"
1226-086X,JOURNAL OF INDUSTRIAL AND ENGINEERING CHEMISTRY,SCIE,4.179,32,"CHEMISTRY, MULTIDISCIPLINARY"
0340-1022,TOPICS IN CURRENT CHEMISTRY,SCI,4.014,33,"CHEMISTRY, MULTIDISCIPLINARY"
0743-7463,LANGMUIR,SCI,3.993,34,"CHEMISTRY, MULTIDISCIPLINARY"
1758-2946,JOURNAL OF CHEMINFORMATICS,SCIE,3.949,35,"CHEMISTRY, MULTIDISCIPLINARY"
0340-6253,MATCH-COMMUNICATIONS IN MATHEMATICAL AND IN COMPUTER CHEMISTRY,SCIE,3.858,36,"CHEMISTRY, MULTIDISCIPLINARY"
1466-8033,CRYSTENGCOMM,SCI,3.849,37,"CHEMISTRY, MULTIDISCIPLINARY"
0036-021X,RUSSIAN CHEMICAL REVIEWS,SCI,3.687,38,"CHEMISTRY, MULTIDISCIPLINARY"
1549-9596,JOURNAL OF CHEMICAL INFORMATION AND MODELING,SCI,3.657,39,"CHEMISTRY, MULTIDISCIPLINARY"
0192-8651,JOURNAL OF COMPUTATIONAL CHEMISTRY,SCI,3.648,40,"CHEMISTRY, MULTIDISCIPLINARY"
1878-5352,ARABIAN JOURNAL OF CHEMISTRY,SCIE,3.613,41,"CHEMISTRY, MULTIDISCIPLINARY"
2191-1363,CHEMISTRYOPEN,SCIE,3.585,42,"CHEMISTRY, MULTIDISCIPLINARY"
1527-8999,CHEMICAL RECORD,SCI,3.459,43,"CHEMISTRY, MULTIDISCIPLINARY"
0304-4203,MARINE CHEMISTRY,SCI,3.412,44,"CHEMISTRY, MULTIDISCIPLINARY"
2196-7350,ADVANCED MATERIALS INTERFACES,SCIE,3.365,45,"CHEMISTRY, MULTIDISCIPLINARY"
2156-8952,ACS COMBINATORIAL SCIENCE,SCIE,3.317,46,"CHEMISTRY, MULTIDISCIPLINARY"
0047-2689,JOURNAL OF PHYSICAL AND CHEMICAL REFERENCE DATA,SCIE,3.290,47,"CHEMISTRY, MULTIDISCIPLINARY"
2046-2069,RSC ADVANCES,SCIE,3.289,48,"CHEMISTRY, MULTIDISCIPLINARY"
1144-0546,NEW JOURNAL OF CHEMISTRY,SCI,3.277,49,"CHEMISTRY, MULTIDISCIPLINARY"
0724-8741,PHARMACEUTICAL RESEARCH,SCI,3.260,50,"CHEMISTRY, MULTIDISCIPLINARY"
1422-0067,INTERNATIONAL JOURNAL OF MOLECULAR SCIENCES,SCIE,3.257,51,"CHEMISTRY, MULTIDISCIPLINARY"
1671-4083,ACTA PHARMACOLOGICA SINICA,SCIE,3.166,52,"CHEMISTRY, MULTIDISCIPLINARY"
2052-2525,IUCRJ,SCIE,3.105,53,"CHEMISTRY, MULTIDISCIPLINARY"
0893-228X,CHEMICAL RESEARCH IN TOXICOLOGY,SCI,3.025,54,"CHEMISTRY, MULTIDISCIPLINARY"
1610-3653,ENVIRONMENTAL CHEMISTRY LETTERS,SCIE,2.918,55,"CHEMISTRY, MULTIDISCIPLINARY"
2052-5206,ACTA CRYSTALLOGRAPHICA SECTION B-STRUCTURAL SCIENCE CRYSTAL ENGINEERING AND MATERIALS,SCIE,2.892,56,"CHEMISTRY, MULTIDISCIPLINARY"
2192-6506,CHEMPLUSCHEM,SCI,2.836,57,"CHEMISTRY, MULTIDISCIPLINARY"
0268-2575,JOURNAL OF CHEMICAL TECHNOLOGY AND BIOTECHNOLOGY,SCI,2.738,58,"CHEMISTRY, MULTIDISCIPLINARY"
0022-3549,JOURNAL OF PHARMACEUTICAL SCIENCES,SCI,2.641,59,"CHEMISTRY, MULTIDISCIPLINARY"
0033-4545,PURE AND APPLIED CHEMISTRY,SCI,2.615,60,"CHEMISTRY, MULTIDISCIPLINARY"
1600-5767,JOURNAL OF APPLIED CRYSTALLOGRAPHY,SCI,2.570,61,"CHEMISTRY, MULTIDISCIPLINARY"
1752-153X,CHEMISTRY CENTRAL JOURNAL,SCIE,2.552,62,"CHEMISTRY, MULTIDISCIPLINARY"
1674-7291,SCIENCE CHINA-CHEMISTRY,SCI,2.429,63,"CHEMISTRY, MULTIDISCIPLINARY"
0021-2148,ISRAEL JOURNAL OF CHEMISTRY,SCI,2.425,64,"CHEMISTRY, MULTIDISCIPLINARY"
2053-2733,ACTA CRYSTALLOGRAPHICA A-FOUNDATION AND ADVANCES,SCIE,2.333,65,"CHEMISTRY, MULTIDISCIPLINARY"
0267-8292,LIQUID CRYSTALS,SCI,2.244,66,"CHEMISTRY, MULTIDISCIPLINARY"
1388-0764,JOURNAL OF NANOPARTICLE RESEARCH,SCIE,2.101,67,"CHEMISTRY, MULTIDISCIPLINARY"
1381-1991,MOLECULAR DIVERSITY,SCIE,2.080,68,"CHEMISTRY, MULTIDISCIPLINARY"
0022-3697,JOURNAL OF PHYSICS AND CHEMISTRY OF SOLIDS,SCI,2.048,69,"CHEMISTRY, MULTIDISCIPLINARY"
2191-9089,NANOTECHNOLOGY REVIEWS,SCIE,2.044,70,"CHEMISTRY, MULTIDISCIPLINARY"
0365-6233,ARCHIV DER PHARMAZIE,SCI,2.043,71,"CHEMISTRY, MULTIDISCIPLINARY"
1319-6103,JOURNAL OF SAUDI CHEMICAL SOCIETY,SCIE,1.978,72,"CHEMISTRY, MULTIDISCIPLINARY"
0736-6299,SOLVENT EXTRACTION AND ION EXCHANGE,SCI,1.969,73,"CHEMISTRY, MULTIDISCIPLINARY"
1001-8417,CHINESE CHEMICAL LETTERS,SCIE,1.947,74,"CHEMISTRY, MULTIDISCIPLINARY"
2062-249X,JOURNAL OF FLOW CHEMISTRY,SCIE,1.942,75,"CHEMISTRY, MULTIDISCIPLINARY"
